{0,0,0,1826.83,902.49,0.53,0.53,1.65,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{1,18,18119,1826.83,902.51,0.34,0.53,1.76,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{2,18,298,1826.84,902.52,0.25,0.53,1.84,0,0,-0.78,0.17,9.43,9.46,0.00,0.19,0.06,0.00,0.19,0.06}
{3,18,213,1926.82,902.47,0.72,0.72,1.72,0,0,-0.79,0.18,9.49,9.52,0.25,0.06,0.25,0.25,0.06,-0.06}
{4,19,374,1926.83,902.50,0.43,0.72,1.75,0,0,-0.79,0.15,9.46,9.49,-0.37,0.19,-0.19,-0.37,0.19,-0.19}
{5,19,215,1926.83,902.52,0.25,0.72,1.75,0,0,-0.80,0.16,9.44,9.48,-0.06,-0.06,0.00,-0.06,-0.06,0.00}
{6,19,218,1926.83,902.51,0.34,0.72,1.63,0,0,-0.79,0.17,9.50,9.53,-0.31,0.13,0.00,-0.31,0.13,0.00}
{7,19,226,1926.83,902.51,0.34,0.72,1.59,0,0,-0.81,0.14,9.48,9.52,0.06,0.13,-0.13,0.06,0.13,-0.13}
{8,19,221,2026.82,902.52,0.25,0.72,1.59,0,0,-0.78,0.18,9.48,9.51,-0.06,0.06,0.06,0.13,-0.13,0.00}
{9,20,221,2026.82,902.51,0.34,0.72,1.59,0,0,-0.78,0.16,9.45,9.48,0.31,-0.13,0.00,0.31,-0.13,0.00}
{10,20,220,2026.82,902.52,0.25,0.72,1.56,0,0,-0.79,0.16,9.54,9.57,-0.13,-0.13,0.06,-0.13,-0.13,0.06}
{11,20,221,2026.82,902.50,0.43,0.72,1.63,0,0,-0.85,0.03,9.33,9.37,0.06,-0.13,-0.06,0.56,-0.25,-0.25}
{12,20,232,2126.82,902.50,0.43,0.72,1.66,0,0,-0.81,0.12,9.39,9.43,1.75,-1.31,0.50,1.75,-1.31,0.50}
{13,21,225,2126.81,902.51,0.34,0.72,1.69,0,0,-0.84,0.19,9.55,9.59,1.87,-0.94,0.31,1.50,-1.50,0.25}
{14,21,235,2126.82,902.52,0.25,0.72,1.63,0,0,-0.78,0.10,9.46,9.49,-3.50,1.56,-0.37,-3.50,1.56,-0.37}
{15,21,220,2126.81,902.53,0.15,0.72,1.53,0,0,-0.93,-0.07,8.87,8.92,-1.94,1.31,-0.69,-1.94,1.31,-0.69}
{16,21,223,2126.81,902.55,-0.03,0.72,1.41,0,0,-1.29,-2.27,9.40,9.76,-74.06,46.31,-34.00,-74.06,46.31,-34.00}
{17,21,232,2226.81,902.50,0.43,0.72,1.47,0,0,-2.03,-2.88,12.24,12.74,17.94,-16.00,-25.75,17.94,-16.00,-25.75}
{18,22,245,2226.81,902.50,0.43,0.72,1.56,0,0,-1.44,-3.70,9.73,10.51,9.50,10.94,-12.69,9.50,10.94,-12.69}
{19,22,234,2226.81,902.52,0.25,0.72,1.66,0,0,-1.89,-3.51,9.96,10.73,6.06,14.44,-8.13,4.94,14.81,-8.94}
