{0,0,0,1726.83,902.89,0.41,0.41,1.73,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{1,17,17600,1726.84,902.88,0.50,0.50,1.80,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{2,17,145,1726.87,902.89,0.41,0.50,1.94,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{3,17,50,1826.85,902.91,0.22,0.50,1.88,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{4,18,208,1826.88,902.89,0.41,0.50,1.84,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{5,18,50,1826.90,902.90,0.31,0.50,1.81,0,0,-0.50,-0.02,9.53,9.54,-0.25,0.06,0.00,-0.06,0.06,0.00}
{6,18,50,1826.91,902.90,0.31,0.50,1.84,0,0,-0.48,-0.02,9.57,9.58,-0.31,-0.37,-0.06,-0.31,-0.37,-0.06}
{7,18,79,1826.93,902.91,0.22,0.50,1.78,0,0,-0.48,-0.03,9.56,9.57,-0.44,-0.31,0.06,-0.37,-0.31,-0.06}
{8,18,53,1826.94,902.91,0.22,0.50,1.75,0,0,-0.46,-0.04,9.56,9.57,-0.25,-0.19,-0.06,-0.25,-0.19,-0.06}
{9,18,52,1826.95,902.90,0.31,0.50,1.75,0,0,-0.47,-0.04,9.55,9.56,0.06,0.06,0.00,0.06,0.06,0.00}
{10,18,51,1826.96,902.89,0.41,0.50,1.81,0,0,-0.46,-0.01,9.55,9.56,0.37,0.19,0.06,0.37,0.19,0.06}
{11,18,50,1826.96,902.90,0.31,0.50,1.84,0,0,-0.45,-0.04,9.55,9.56,0.31,0.25,0.06,0.31,0.25,0.06}
{12,18,58,1826.97,902.89,0.41,0.50,1.88,0,0,-0.49,-0.02,9.57,9.58,0.06,-0.25,0.00,0.06,-0.25,0.00}
{13,18,51,1826.97,902.92,0.13,0.50,1.78,0,0,-0.49,-0.04,9.56,9.57,-0.44,-0.50,-0.13,-0.44,-0.50,-0.13}
{14,18,51,1826.98,902.92,0.13,0.50,1.72,0,0,-0.47,-0.05,9.53,9.54,-0.81,-0.56,-0.13,-0.81,-0.56,-0.13}
{15,18,50,1826.99,902.90,0.31,0.50,1.69,0,0,-0.45,-0.06,9.54,9.55,-0.69,-0.44,0.00,-0.69,-0.44,0.00}
{16,18,51,1826.99,902.89,0.41,0.50,1.78,0,0,-0.45,-0.06,9.52,9.53,-0.50,-0.31,0.00,-0.50,-0.31,0.00}
{17,18,58,1826.98,902.91,0.22,0.50,1.81,0,0,-0.46,-0.04,9.58,9.59,-0.62,-0.50,0.06,-0.62,-0.50,0.06}
{18,18,63,1826.99,902.90,0.31,0.50,1.81,0,0,-0.46,-0.06,9.57,9.58,-1.06,-0.50,-0.13,-1.06,-0.50,-0.13}
{19,18,50,1826.99,902.90,0.31,0.50,1.78,0,0,-0.41,-0.07,9.61,9.62,-2.37,-1.19,-0.31,-2.37,-1.19,-0.31}
{20,18,50,1827.00,902.90,0.31,0.50,1.81,0,0,-0.44,-0.12,9.54,9.55,-2.25,-0.75,-0.31,-2.25,-0.75,-0.31}
{21,18,50,1827.00,902.92,0.13,0.50,1.75,0,0,-0.45,-0.12,9.56,9.57,-2.00,-0.25,-0.19,-2.12,-0.19,-0.13}
{22,18,58,1926.99,902.90,0.31,0.50,1.75,0,0,-0.45,-0.13,9.55,9.56,-0.75,-0.19,0.00,-0.69,-0.25,-0.06}
{23,19,68,1926.99,902.91,0.22,0.50,1.72,0,0,-0.44,-0.14,9.53,9.54,-0.44,0.13,-0.06,-0.44,0.13,-0.06}
{24,19,52,1927.00,902.91,0.22,0.50,1.75,0,0,-0.43,-0.17,9.52,9.53,0.50,-0.06,0.00,0.50,-0.06,0.00}
{25,19,51,1927.00,902.91,0.22,0.50,1.72,0,0,-0.44,-0.12,9.55,9.56,0.81,0.13,0.00,0.81,0.13,0.00}
{26,19,51,1926.99,902.88,0.50,0.50,1.81,0,0,-0.44,-0.11,9.58,9.59,0.13,0.00,0.06,0.13,0.00,0.06}
{27,19,58,1927.00,902.91,0.22,0.50,1.81,0,0,-0.44,-0.13,9.62,9.63,-1.06,-0.31,-0.06,-1.06,-0.31,-0.06}
{28,19,51,1927.00,902.90,0.31,0.50,1.84,0,0,-0.43,-0.13,9.66,9.67,-3.44,-0.94,-0.31,-3.44,-0.94,-0.31}
{29,19,51,1927.00,902.90,0.31,0.50,1.78,0,0,-0.42,-0.17,9.65,9.66,-6.37,-0.75,-0.69,-6.37,-0.75,-0.69}
