{26.14,901.43,0.45,0.45,1.70,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{26.14,901.43,0.45,0.45,1.85,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00}
{26.14,901.42,0.55,0.55,1.94,0,0,0.15,-0.08,9.51,9.51,-0.06,0.19,0.00,-0.06,0.19,0.06}
{26.12,901.41,0.64,0.64,1.91,0,0,0.15,-0.08,9.49,9.49,0.13,0.00,-0.06,0.13,0.00,-0.06}
{26.13,901.40,0.73,0.73,1.91,0,0,0.16,-0.08,9.49,9.49,0.00,-1.06,-0.06,0.19,-1.44,0.13}
{26.13,901.42,0.55,0.73,1.91,0,0,0.15,-0.11,9.49,9.49,0.00,0.81,-0.06,0.00,0.81,-0.06}
{26.12,901.42,0.55,0.73,1.88,0,0,0.16,-0.09,9.48,9.48,0.00,0.37,0.06,0.00,0.37,0.06}
{26.12,901.43,0.45,0.73,1.78,0,0,0.17,-0.09,9.50,9.50,0.00,-0.06,0.00,0.00,-0.06,0.00}
{26.12,901.43,0.45,0.73,1.75,0,0,0.15,-0.08,9.50,9.50,0.00,0.19,0.00,0.00,0.19,0.00}
{26.12,901.43,0.45,0.73,1.72,0,0,0.17,-0.10,9.51,9.51,-0.06,-0.19,0.06,-0.06,-0.19,0.06}
{26.12,901.43,0.45,0.73,1.72,0,0,0.16,-0.06,9.50,9.50,-0.13,0.06,0.13,-0.13,0.06,0.13}
{26.12,901.43,0.45,0.73,1.72,0,0,0.17,-0.10,9.52,9.52,-0.13,0.19,0.00,-0.13,0.19,0.00}
{26.12,901.42,0.55,0.73,1.75,0,0,0.17,-0.07,9.51,9.51,0.00,0.13,-0.06,0.00,0.13,-0.06}
{26.12,901.43,0.45,0.73,1.75,0,0,0.17,-0.09,9.51,9.51,0.06,0.13,-0.06,0.06,-0.62,0.00}
{26.12,901.44,0.36,0.73,1.72,0,0,0.28,-0.15,9.50,9.51,0.50,-5.87,0.13,0.44,-5.06,0.13}
{26.12,901.45,0.26,0.73,1.63,0,0,0.47,-0.04,9.48,9.49,0.31,-2.87,0.00,0.31,-2.87,0.00}
{26.11,901.42,0.55,0.73,1.66,0,0,0.57,0.11,9.55,9.57,1.44,-14.38,6.12,1.44,-14.38,6.12}
{26.11,901.43,0.45,0.73,1.69,0,0,1.65,0.77,9.50,9.67,70.25,0.81,15.13,70.25,0.81,15.13}
{26.11,901.44,0.36,0.73,1.72,0,0,2.63,2.50,10.77,11.36,4.94,-13.13,-8.56,3.69,-2.50,-10.88}
{26.10,901.44,0.36,0.73,1.66,0,0,2.50,2.04,10.76,11.23,4.19,-28.06,-6.06,7.25,-24.56,-7.94}
{26.10,901.40,0.73,0.73,1.75,0,0,2.01,1.65,9.02,9.39,0.56,9.13,1.19,0.56,9.13,1.19}
{26.10,901.40,0.73,0.73,1.88,0,0,1.93,1.80,9.57,9.93,5.12,8.75,49.00,5.12,8.75,49.00}
{26.10,901.39,0.83,0.83,1.94,0,0,1.68,1.84,8.11,8.48,-7.50,23.94,42.88,-7.50,23.94,42.88}
{26.10,901.41,0.64,0.83,1.91,0,0,1.29,1.71,8.37,8.64,14.56,23.69,23.31,14.56,23.69,23.31}
{26.10,901.34,1.29,1.29,1.63,0,0,1.51,1.29,8.93,9.15,11.38,12.94,13.19,11.63,14.63,14.13}
{26.10,901.34,1.29,1.29,1.78,0,0,2.03,1.58,9.05,9.41,-1.00,2.56,39.88,-1.00,2.56,39.88}
{26.10,901.34,1.29,1.29,2.00,0,0,1.68,1.57,9.46,9.74,-4.62,0.50,58.75,-4.62,0.50,58.75}
{26.10,901.34,1.29,1.29,2.00,0,0,1.00,1.54,9.50,9.68,8.63,-6.69,1.94,8.63,-6.69,1.94}
{26.09,901.35,1.20,1.29,1.97,0,0,2.63,1.72,9.04,9.57,2.75,2.31,-21.69,2.75,2.31,-21.69}
{26.09,901.31,1.58,1.58,1.78,0,0,2.53,1.41,7.67,8.20,-5.06,12.00,8.13,-5.06,12.00,8.13}
{26.09,901.31,1.58,1.58,1.88,0,0,2.28,1.53,7.76,8.23,1.56,-0.19,35.69,1.56,-0.19,35.69}
{26.08,901.34,1.29,1.58,1.91,0,0,2.09,1.65,9.16,9.54,-0.50,16.12,36.94,0.00,14.75,35.94}
{26.08,901.32,1.48,1.58,1.88,0,0,2.87,1.94,10.69,11.24,13.75,15.56,-15.38,13.75,15.56,-15.38}
{26.08,901.28,1.86,1.86,1.69,0,0,2.32,1.58,8.88,9.31,9.50,30.00,-27.37,9.50,30.00,-27.37}
{26.08,901.29,1.76,1.86,1.84,0,0,1.89,1.49,8.43,8.77,-0.75,-0.81,-29.19,-0.75,-0.81,-29.19}
{26.08,901.27,1.95,1.95,1.91,0,0,1.49,1.28,8.59,8.81,5.69,-14.87,-12.75,5.69,-14.87,-12.75}
{26.07,901.25,2.14,2.14,1.81,0,0,1.31,1.38,8.82,9.02,-10.44,-17.12,14.00,-10.44,-17.12,14.00}
{26.07,901.25,2.14,2.14,1.94,0,0,1.50,1.60,9.41,9.66,-15.06,-1.56,10.81,-15.06,-1.56,10.81}
{26.07,901.27,1.95,2.14,1.94,0,0,1.38,0.77,8.62,8.76,2.37,22.00,-0.88,2.37,22.00,-0.88}
{26.07,901.24,2.23,2.23,1.87,0,0,-0.87,1.60,8.82,9.01,-23.19,-7.12,1.62,-23.19,-7.12,1.62}
{26.06,901.25,2.14,2.23,1.87,0,0,-2.22,0.73,10.06,10.33,9.13,14.44,-19.44,9.13,14.44,-19.44}
{26.06,901.20,2.60,2.60,1.72,0,0,0.75,1.76,8.44,8.65,10.94,48.13,-14.25,7.50,56.94,-8.25}
{26.06,901.22,2.42,2.60,1.78,0,0,-0.57,0.33,9.28,9.30,-29.63,-46.69,-11.56,-29.63,-46.69,-11.56}
{26.06,901.21,2.51,2.60,1.91,0,0,1.24,-0.07,9.20,9.28,-8.19,-4.19,5.06,-8.19,-4.19,5.06}
{26.06,901.20,2.60,2.60,1.91,0,0,-1.04,-0.67,9.47,9.55,2.50,18.37,1.44,2.50,18.37,1.44}
{26.06,901.21,2.51,2.60,1.94,0,0,0.71,-0.25,8.28,8.31,0.13,3.56,-11.38,0.13,3.56,-11.38}
{26.06,901.20,2.60,2.60,1.97,0,0,0.29,-0.15,7.80,7.81,12.69,-5.37,-5.12,11.06,-5.00,-4.81}
{26.06,901.20,2.60,2.60,1.97,0,0,1.47,-0.03,9.14,9.26,0.13,-7.12,11.69,0.13,-7.12,11.69}
{26.06,901.23,2.32,2.60,1.91,0,0,1.61,0.36,9.56,9.70,21.50,-23.19,15.69,19.81,-24.00,14.06}
{26.06,901.23,2.32,2.60,1.81,0,0,2.66,3.78,10.11,11.12,40.81,42.19,26.69,40.81,42.19,26.69}
{26.05,901.27,1.95,2.60,1.59,0,0,2.51,0.93,15.58,15.81,144.75,-92.69,34.50,144.75,-92.69,34.50}
{26.05,901.25,2.14,2.60,1.53,0,0,2.72,2.30,9.30,9.96,6.56,-11.94,44.06,6.56,-11.94,44.06}
{26.04,901.26,2.04,2.60,1.44,0,0,2.68,2.25,9.06,9.71,16.62,-20.19,42.25,17.56,-20.31,42.13}
{26.04,901.29,1.76,2.60,1.38,0,0,2.70,2.42,9.08,9.78,29.12,22.13,24.06,29.12,22.13,24.06}
{26.04,901.26,2.04,2.60,1.34,0,0,1.92,1.74,7.84,8.26,24.37,5.31,9.25,21.25,22.31,7.50}
{26.04,901.30,1.67,2.60,1.22,0,0,2.57,2.69,8.67,9.43,-13.25,-8.00,9.94,-13.25,-8.00,9.94}
{26.05,901.29,1.76,2.60,1.22,0,0,3.39,2.81,8.56,9.63,-16.44,32.06,2.37,-16.44,32.06,2.37}
{26.05,901.30,1.67,2.60,1.10,0,0,4.08,3.50,10.94,12.19,11.31,-30.44,71.37,11.31,-30.44,71.37}
{26.05,901.31,1.58,2.60,1.06,0,0,2.92,2.64,10.16,10.90,34.63,15.56,41.13,36.06,21.25,37.56}
{26.05,901.33,1.39,2.60,0.94,0,0,2.58,2.31,9.46,10.07,-6.19,34.00,0.62,-6.19,34.00,0.62}
{26.05,901.30,1.67,2.60,0.94,0,0,3.03,2.37,9.29,10.05,-18.06,-32.19,28.06,-14.38,-32.00,28.44}
{26.05,901.31,1.58,2.60,0.94,0,0,1.42,2.20,8.79,9.17,22.81,25.25,-2.31,22.81,25.25,-2.31}
{26.05,901.31,1.58,2.60,1.00,0,0,0.34,1.62,8.78,8.93,-40.94,23.00,-22.37,-40.94,23.00,-22.37}
{26.05,901.29,1.76,2.60,1.03,0,0,1.28,2.23,9.04,9.40,-6.25,-0.94,-72.75,-6.25,-0.94,-72.75}
{26.05,901.34,1.29,2.60,0.94,0,0,2.21,2.17,7.43,8.05,10.69,-56.19,-71.62,10.69,-56.19,-71.62}
{26.05,901.31,1.58,2.60,0.94,0,0,2.16,2.60,8.28,8.94,14.25,-52.75,-65.37,14.25,-52.75,-65.37}
{26.05,901.29,1.76,2.60,0.94,0,0,1.74,2.40,8.10,8.63,-8.56,5.06,-53.75,-8.56,5.06,-53.75}
{26.05,901.32,1.48,2.60,1.00,0,0,2.23,2.52,8.49,9.13,-41.06,9.31,-3.00,-41.06,9.31,-3.00}
{26.05,901.32,1.48,2.60,0.97,0,0,2.31,2.71,9.20,9.87,9.75,-21.06,45.94,7.12,-22.31,47.75}
{26.06,901.32,1.48,2.60,0.88,0,0,2.66,2.88,9.93,10.68,16.00,16.12,45.12,16.00,16.12,45.12}
{26.05,901.32,1.48,2.60,0.88,0,0,1.53,2.11,6.18,6.71,24.50,12.88,32.75,28.06,8.69,32.88}
{26.05,901.30,1.67,2.60,0.94,0,0,2.72,3.32,9.30,10.24,12.81,29.37,1.69,12.81,29.37,1.69}
{26.05,901.31,1.58,2.60,0.97,0,0,2.53,3.41,9.48,10.39,-11.12,21.37,-15.69,-11.12,21.37,-15.69}
{26.05,901.31,1.58,2.60,1.00,0,0,2.63,3.08,8.15,9.10,-20.88,-41.50,-10.38,-20.88,-41.50,-10.38}
{26.04,901.31,1.58,2.60,0.97,0,0,2.12,3.17,8.48,9.30,13.06,-42.31,-18.75,13.06,-42.31,-18.75}
{26.04,901.32,1.48,2.60,0.94,0,0,2.96,3.58,8.80,9.95,-1.50,21.50,-41.06,-1.50,21.50,-41.06}
{26.04,901.29,1.76,2.60,1.00,0,0,2.18,2.83,6.93,7.80,-2.50,40.69,45.56,-0.31,40.38,44.19}
{26.04,901.29,1.76,2.60,1.06,0,0,1.07,2.18,6.42,6.86,-9.88,52.00,0.62,-9.88,52.00,0.62}
{26.03,901.34,1.29,2.60,1.00,0,0,1.55,2.58,8.76,9.26,-17.50,-5.06,-28.75,-17.50,-5.06,-28.75}
{26.03,901.35,1.20,2.60,0.81,0,0,2.36,4.16,12.78,13.65,-20.25,-82.94,-43.63,-20.25,-82.94,-43.63}
{26.03,901.37,1.01,2.60,0.56,0,0,3.26,2.83,9.53,10.46,-6.44,-49.81,-44.81,-6.44,-49.81,-44.81}
{26.03,901.37,1.01,2.60,0.47,0,0,2.10,2.45,10.03,10.54,-40.38,-17.25,9.75,-40.38,-17.25,9.75}
{26.03,901.38,0.92,2.60,0.38,0,0,2.08,2.28,9.14,9.65,18.87,16.81,20.88,20.50,14.50,21.37}
{26.03,901.38,0.92,2.60,0.35,0,0,2.25,2.48,6.35,7.18,35.06,-4.69,39.19,42.56,4.37,37.25}
{26.03,901.37,1.01,2.60,0.35,0,0,2.04,2.34,8.45,9.00,13.13,-4.31,48.25,13.13,-4.31,48.25}
{26.03,901.39,0.83,2.60,0.32,0,0,1.63,2.44,9.32,9.77,1.62,43.06,81.75,1.62,43.06,81.75}
{26.03,901.37,1.01,2.60,0.35,0,0,1.85,1.82,9.03,9.40,19.75,24.31,77.06,19.75,24.31,77.06}
{26.04,901.41,0.64,2.60,0.22,0,0,1.67,2.17,9.59,9.97,1.62,28.19,72.00,13.81,13.13,71.19}
{26.03,901.39,0.83,2.60,0.22,0,0,1.38,1.74,8.52,8.80,25.25,27.37,61.63,25.25,27.37,61.63}
{26.03,901.40,0.73,2.60,0.13,0,0,0.66,0.99,6.94,7.04,26.56,34.81,58.44,26.56,34.81,58.44}
{26.03,901.39,0.83,2.60,0.19,0,0,1.08,1.95,8.25,8.55,27.87,40.00,73.00,27.87,40.00,73.00}
{26.03,901.39,0.83,2.60,0.19,0,0,1.65,2.49,10.27,10.70,11.25,27.00,87.88,10.19,20.62,88.94}
{26.03,901.37,1.01,2.60,0.28,0,0,0.78,0.61,4.18,4.30,10.00,25.00,83.69,10.00,25.00,83.69}
{26.03,901.43,0.45,2.60,0.16,0,0,3.58,3.17,14.19,14.97,-5.81,-7.06,54.81,-5.81,-7.06,54.81}
{26.03,901.39,0.83,2.60,0.16,0,0,2.11,2.31,9.27,9.78,-32.50,-5.94,22.37,-32.50,-5.94,22.37}
{26.02,901.43,0.45,2.60,-0.03,0,0,1.69,2.12,9.09,9.49,-9.81,-10.31,-15.00,-9.81,-10.31,-15.00}
{26.02,901.41,0.64,2.60,0.03,0,0,1.78,0.99,6.98,7.27,5.06,15.81,-31.06,15.75,38.25,-37.81}
{26.02,901.43,0.45,2.60,-0.09,0,0,2.25,2.19,10.85,11.30,7.12,-4.25,-35.13,7.12,-4.25,-35.13}
{26.02,901.44,0.36,2.60,-0.12,0,0,2.59,2.80,12.69,13.25,-3.12,2.87,-34.69,-3.12,2.87,-34.69}
{26.02,901.44,0.36,2.60,-0.22,0,0,1.92,2.02,8.96,9.38,-8.88,-0.94,-32.31,-8.88,-0.94,-32.31}
{26.02,901.44,0.36,2.60,-0.25,0,0,1.71,2.08,9.05,9.44,-13.88,-8.25,-32.94,-15.00,-10.81,-33.25}
{26.02,901.41,0.64,2.60,-0.15,0,0,1.18,0.65,6.21,6.35,-14.00,-30.75,-33.25,-14.00,-30.75,-33.25}
{26.02,901.45,0.26,2.60,-0.18,0,0,0.39,1.05,6.91,7.00,18.94,29.25,-37.44,14.69,12.63,-31.37}
{26.02,901.47,0.08,2.60,-0.28,0,0,1.32,1.42,6.57,6.85,-9.13,2.50,-21.62,-9.13,2.50,-21.62}
{26.02,901.46,0.17,2.60,-0.43,0,0,2.12,2.03,9.49,9.93,3.31,-19.44,-10.69,3.31,-19.44,-10.69}
{26.02,901.49,-0.11,2.60,-0.56,0,0,1.94,1.86,8.33,8.75,-17.00,-16.69,1.12,-17.00,-16.69,1.12}
{26.02,901.47,0.08,2.60,-0.56,0,0,2.29,2.10,9.95,10.42,-8.31,-14.31,1.87,-8.31,-14.31,1.87}
{26.02,901.48,-0.02,2.60,-0.62,0,0,2.18,2.03,9.30,9.77,0.75,-1.81,-3.50,1.44,-2.56,-3.56}
{26.02,901.47,0.08,2.60,-0.56,0,0,2.08,1.93,8.82,9.27,-5.81,-3.62,0.69,-5.81,-3.62,0.69}
{26.02,901.45,0.26,2.60,-0.50,0,0,2.20,1.87,9.07,9.52,8.81,15.31,0.56,8.81,15.31,0.56}
{26.02,901.47,0.08,2.60,-0.46,0,0,1.01,0.77,5.56,5.70,-2.19,1.25,23.12,6.06,5.62,20.12}
{26.02,901.49,-0.11,2.60,-0.53,0,0,2.60,2.03,9.00,9.59,38.06,63.75,16.56,37.25,71.50,15.69}
{26.02,901.50,-0.20,2.60,-0.68,0,0,1.94,2.05,9.39,9.81,20.12,13.75,30.37,20.12,13.75,30.37}
{26.02,901.49,-0.11,2.60,-0.75,0,0,1.91,2.02,8.92,9.34,0.19,8.13,25.81,0.19,8.13,25.81}
{26.02,901.47,0.08,2.60,-0.68,0,0,0.64,1.45,7.10,7.27,15.75,10.88,15.44,15.75,10.88,15.44}
{26.02,901.48,-0.02,2.60,-0.62,0,0,0.74,0.67,3.79,3.92,9.38,34.88,-7.94,9.38,34.88,-7.94}
{26.02,901.50,-0.20,2.60,-0.65,0,0,0.80,1.16,7.13,7.27,2.37,13.44,-30.75,3.50,23.06,-33.13}
{26.02,901.51,-0.30,2.60,-0.78,0,0,1.28,1.85,10.14,10.39,-13.75,-5.75,-63.81,-13.75,-5.75,-63.81}
{26.01,901.50,-0.20,2.60,-0.84,0,0,1.92,2.13,9.79,10.20,18.19,-3.81,25.00,26.94,11.19,25.12}
{26.01,901.49,-0.11,2.60,-0.81,0,0,0.89,1.73,10.36,10.54,7.81,9.25,19.37,7.81,9.25,19.37}
{26.02,901.50,-0.20,2.60,-0.78,0,0,0.35,1.61,9.00,9.15,3.37,7.00,5.75,4.81,8.63,4.50}
{26.02,901.50,-0.20,2.60,-0.78,0,0,0.39,1.65,10.03,10.17,-8.44,13.38,2.37,-8.44,13.38,2.37}
{26.02,901.52,-0.39,2.60,-0.87,0,0,-0.04,1.96,12.00,12.16,7.06,8.81,-12.44,7.06,8.81,-12.44}
{26.02,901.53,-0.48,2.60,-0.96,0,0,1.94,2.64,11.20,11.67,17.87,105.31,-44.75,17.87,105.31,-44.75}
{26.02,901.53,-0.48,2.60,-1.06,1,0,-0.38,1.47,9.08,9.21,-12.56,4.00,-9.44,-12.56,4.00,-9.44}
{25.99,901.49,-0.11,2.60,-0.96,1,0,-1.32,1.19,7.23,7.45,-20.44,-85.50,-51.00,-30.50,-107.00,-47.06}
{26.00,901.52,-0.39,2.60,-0.93,1,0,-0.05,1.40,8.58,8.69,22.69,-17.37,-19.31,24.63,-24.63,-19.50}
{26.01,901.55,-0.67,2.60,-0.99,1,0,0.11,1.44,9.08,9.19,-2.81,8.56,30.69,-2.37,0.56,31.37}
{26.01,901.56,-0.76,2.60,-1.21,1,0,0.56,1.19,9.68,9.77,35.06,6.87,43.06,35.06,6.87,43.06}
{26.01,901.54,-0.58,2.60,-1.28,1,0,0.00,1.69,9.52,9.67,25.25,7.25,37.88,25.25,7.25,37.88}
{26.02,901.55,-0.67,2.60,-1.28,1,0,1.20,2.13,11.96,12.21,-30.50,-2.50,-6.62,-30.50,-2.50,-6.62}
{26.02,901.55,-0.67,2.60,-1.24,1,0,0.31,1.01,9.21,9.27,-14.63,-33.25,-44.13,-14.63,-33.25,-44.13}
{26.02,901.54,-0.58,2.60,-1.24,1,0,2.97,1.95,6.28,7.22,83.50,110.25,79.12,83.50,110.25,79.12}
{26.01,901.51,-0.30,2.60,-1.12,1,0,0.66,3.61,6.31,7.30,51.44,73.37,78.94,51.44,73.37,78.94}
{26.01,901.52,-0.39,2.60,-1.03,1,0,1.19,2.17,10.78,11.06,-61.50,6.62,26.31,-61.50,6.62,26.31}
{26.01,901.49,-0.11,2.60,-0.87,1,0,1.44,0.85,10.97,11.10,29.44,-4.19,-33.50,17.62,3.56,-25.75}
{26.01,901.48,-0.02,2.60,-0.78,1,0,0.32,1.39,9.22,9.33,45.31,9.69,-12.81,46.69,5.25,-15.69}
{26.01,901.50,-0.20,2.60,-0.71,1,0,-0.12,2.35,14.90,15.08,-63.19,-21.50,-16.19,-60.31,-9.13,-16.62}
{26.01,901.44,0.36,2.60,-0.56,1,0,0.50,1.29,10.69,10.78,-50.06,-28.81,-77.00,-50.06,-28.81,-77.00}
{26.00,901.38,0.92,2.60,-0.25,1,0,0.37,0.96,8.71,8.77,-13.31,-5.56,-69.87,-13.31,-5.56,-69.87}
{26.00,901.38,0.92,2.60,0.13,1,0,-0.13,1.09,7.79,7.87,10.31,-2.25,-14.38,10.31,-2.25,-14.38}
{26.00,901.39,0.83,2.60,0.28,1,0,0.59,1.36,9.48,9.60,28.31,10.44,33.56,28.31,10.44,33.56}
{25.99,901.35,1.20,2.60,0.38,1,0,0.00,1.29,8.97,9.06,45.50,-0.13,61.88,45.50,-0.13,61.88}
{25.99,901.35,1.20,2.60,0.47,1,0,-0.50,1.22,7.05,7.17,14.75,18.87,45.25,14.75,18.87,45.25}
{25.99,901.37,1.01,2.60,0.53,1,0,1.39,2.09,12.19,12.45,-61.31,11.19,-8.69,-61.31,11.19,-8.69}
{25.98,901.33,1.39,2.60,0.60,1,0,0.95,4.07,9.79,10.64,56.75,29.69,32.81,56.75,29.69,32.81}
{25.98,901.30,1.67,2.60,0.75,1,0,-1.47,1.19,6.55,6.82,76.31,16.31,12.88,77.94,14.31,8.25}
{25.99,901.30,1.67,2.60,0.97,1,0,0.19,4.38,6.18,7.58,3.69,-23.50,32.25,3.69,-23.50,32.25}
{25.99,901.31,1.58,2.60,1.03,1,0,-0.91,6.90,6.56,9.56,34.06,-9.69,8.69,34.06,-9.69,8.69}
{25.99,901.29,1.76,2.60,1.06,1,0,0.60,8.79,5.47,10.37,4.56,-32.13,-75.94,7.19,-40.56,-63.56}
{25.99,901.30,1.67,2.60,1.06,1,0,-1.50,2.53,7.02,7.61,-89.37,-68.06,-93.37,-89.37,-68.06,-93.37}
{25.99,901.29,1.76,2.60,1.13,1,0,-1.08,2.29,9.73,10.05,-94.75,-82.69,-51.94,-93.19,-80.06,-52.00}
{25.98,901.34,1.29,2.60,0.97,1,0,-0.01,1.98,9.94,10.14,-48.13,-24.19,-9.31,-48.13,-24.19,-9.31}
{25.98,901.29,1.76,2.60,1.00,1,0,-0.62,2.00,7.96,8.23,28.25,69.37,21.19,28.25,69.37,21.19}
{25.99,901.34,1.29,2.60,0.85,1,0,-0.17,2.16,9.68,9.92,73.56,49.81,82.56,73.56,49.81,82.56}
{25.99,901.34,1.29,2.60,0.85,1,0,-0.79,2.33,10.02,10.32,3.75,22.06,151.19,-2.44,23.44,150.00}
{25.99,901.36,1.11,2.60,0.63,1,0,0.11,2.39,8.44,8.77,-41.44,54.13,119.94,-40.31,53.56,119.25}
{25.99,901.37,1.01,2.60,0.53,1,0,0.25,2.02,7.95,8.21,-5.50,48.50,87.69,-5.50,48.50,87.69}
{25.99,901.40,0.73,2.60,0.35,1,0,0.35,3.72,14.87,15.33,6.25,-4.50,92.94,6.25,-4.50,92.94}
{25.99,901.43,0.45,2.60,0.13,1,0,0.12,3.44,14.51,14.91,-25.12,-20.00,87.37,-29.25,-16.25,87.19}
{25.99,901.42,0.55,2.60,-0.03,1,0,0.56,2.70,11.42,11.75,0.81,32.19,71.37,-1.69,29.69,72.25}
{25.98,901.37,1.01,2.60,0.07,1,0,-0.28,2.01,8.17,8.42,16.19,17.31,68.44,15.63,16.19,67.56}
{25.98,901.40,0.73,2.60,0.16,1,0,-0.12,2.07,8.63,8.88,6.75,6.75,69.62,6.75,6.75,69.62}
{25.98,901.41,0.64,2.60,0.19,1,0,0.26,2.19,9.13,9.39,8.44,-11.88,72.12,6.31,-13.31,73.69}
{25.98,901.42,0.55,2.60,0.03,1,0,-0.66,2.12,9.02,9.29,-12.31,-0.75,39.50,-12.31,-0.75,39.50}
{25.99,901.41,0.64,2.60,0.00,1,0,-0.93,3.84,6.08,7.25,-77.94,63.87,32.25,-60.81,86.37,21.06}
{25.98,901.39,0.83,2.60,0.07,1,0,-0.63,0.20,9.45,9.47,-7.06,10.00,-3.06,-7.06,10.00,-3.06}
{25.98,901.41,0.64,2.60,0.10,1,0,-0.54,0.02,9.34,9.36,0.06,-3.81,-10.69,0.06,-3.81,-10.69}
{25.98,901.41,0.64,2.60,0.10,1,0,-0.51,-0.03,9.30,9.31,0.19,-1.94,-0.37,0.19,-1.94,-0.37}
{25.98,901.42,0.55,2.60,0.00,1,0,-0.06,0.22,9.68,9.68,-5.00,4.87,-0.50,-5.00,4.87,-0.50}
{25.98,901.43,0.45,2.60,-0.06,1,0,0.07,0.34,9.57,9.58,1.06,3.69,0.19,-2.50,10.75,-0.44}
{25.98,901.42,0.55,2.60,-0.09,1,0,-0.40,-0.08,9.35,9.36,0.69,-2.50,-1.00,0.69,-2.50,-1.00}
{25.98,901.40,0.73,2.60,-0.03,1,0,-0.72,-0.59,8.64,8.69,8.81,-14.50,0.00,8.81,-14.50,0.00}
{25.98,901.41,0.64,2.60,0.03,1,0,-0.51,0.04,8.92,8.93,0.19,-0.50,-12.37,0.19,-0.50,-12.37}
